Entry ID,Lemma ID,Code (survey),Batch (survey),List (survey),Item (survey),English Word Frequency,Frequency,Frequency SD,Frequency Z,Frequency N,Sign Unknown,Frequency (Native),Frequency SD (Native),Frequency Z (Native),Frequency N (Native),Sign Unknown (Native) (proportion),Frequency (Nonnative),Frequency SD (Nonnative),Frequency N (Nonnative),Frequency Z (Nonnative),Sign Unknown (Nonnative) (proportion),Dominant Translation,Dominant Translation Agreement (proportion),Dominant Translation Agreement (Native) (proportion),Dominant Translation Agreement (Nonnative) (proportion),Nondominant Translations,Non-Signer Iconicity,Non-Signer Iconicity SD,Non-Signer Iconicity Z,Non-Signer Iconicity N,Non-Signer Iconicity ID,Deaf Signer Iconicity,Deaf Signer Iconicity SD,Deaf Signer Iconicity N,Deaf Signer Iconicity Z,Deaf Signer Iconicity (Native),Deaf Signer Iconicity SD (Native),Deaf Signer Iconicity Z (Native),Deaf Signer Iconicity N (Native),Consistency of Guesses,Accuracy of Guesses (proportion),Transparency,Transparency SD,Transparency Z,Lexical Class,Initialized Sign,Fingerspelled Loan Sign,Compound,Number Of Morphemes,Sign Onset,Sign Offset,Sign Duration,Video Duration,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,Handshape Morpheme 2,Selected Fingers Morpheme 2,Flexion Morpheme 2,Flexion Change Morpheme 2,Spread Morpheme 2,Spread Change Morpheme 2,Thumb Position Morpheme 2,Thumb Contact Morpheme 2,Sign Type Morpheme 2,Movement Morpheme 2,Repeated Movement Morpheme 2,Major Location Morpheme 2,Minor Location Morpheme 2,Second Minor Location Morpheme 2,Contact Morpheme 2,Nondominant Handshape Morpheme 2,Wrist Twist Morpheme 2,Handshape Morpheme 3,Selected Fingers Morpheme 3,Flexion Morpheme 3,Flexion Change Morpheme 3,Spread Morpheme 3,Spread Change Morpheme 3,Thumb Position Morpheme 3,Thumb Contact Morpheme 3,Signtype Morpheme 3,Movement Morpheme 3,Repeated Movement Morpheme 3,Major Location Morpheme 3,Minor Location Morpheme 3,Second Minor Location Morpheme 3,Contact Morpheme 3,Nondominant Handshape Morpheme 3,Wrist Twist Morpheme 3,Handshape Morpheme 4,Selected Fingers Morpheme 4,Flexion Morpheme 4,Flexion Change Morpheme 4,Spread Morpheme 4,Spread Change Morpheme 4,Thumb Position Morpheme 4,Thumb Contact Morpheme 4,Sign Type Morpheme 4,Movement Morpheme 4,Repeated Movement Morpheme 4,Major Location Morpheme 4,Minor Location Morpheme 4,Second Minor Location Morpheme 4,Contact Morpheme 4,Nondominant Handshape Morpheme 4,Wrist Twist Morpheme 4,Handshape Morpheme 5,Selected Fingers Morpheme 5,Flexion Morpheme 5,Flexion Change Morpheme 5,Spread Morpheme 5,Spread Change Morpheme 5,Thumb Position Morpheme 5,Thumb Contact Morpheme 5,Sign Type Morpheme 5,Movement Morpheme 5,Repeated Movement Morpheme 5,Major Location Morpheme 5,Minor Location Morpheme 5,Second Minor Location Morpheme 5,Contact Morpheme 5,Nondominant Handshape Morpheme 5,Wrist Twist Morpheme 5,Handshape Morpheme 6,Selected Fingers Morpheme 6,Flexion Morpheme 6,Flexion Change Morpheme 6,Spread Morpheme 6,Spread Change Morpheme 6,Thumb Position Morpheme 6,Thumb Contact Morpheme 6,Sign Type Morpheme 6,Movement Morpheme 6,Repeated Movement Morpheme 6,Major Location Morpheme 6,Minor Location Morpheme 6,Second Minor Location Morpheme 6,Contact Morpheme 6,Nondominant Handshape Morpheme 6,Wrist Twist Morpheme 6,Sign Type Frequency,Major Location Frequency,Minor Location Frequency,Second Minor Location Frequency,Movement Frequency,Selected Fingers Frequency,Flexion Frequency,Flexion Change Frequency,Repeated Movement Frequency,Contact Frequency,Spread Frequency,Spread Change Frequency,Thumb Contact Frequency,Thumb Position Frequency,Ulnar Rotation Frequency,Neighborhood Density,Parameter Neighborhood Density,Phonotactic Probability,Phonological Complexity,SignBank Semantic Field,SignBank Reference ID,In CDI,CDI Semantic Category,Age Of Acquisition,Age Of Acquisition (Empirical),Handshape Image
hear_2,hear_2,J_02_006,J,2,6,4.452,3.533,1.655,-0.312,30,0.0,3.667,2.024,-0.336,15,0.0,3.4,1.242,15,-0.289,0.0,listen,0.833,0.867,0.8,hear,6.56,0.917,1.716,25.0,hear,,,,,,,,,,,,,,Verb,0,0,0,1,501,1068,567,1602,c,imrp,Curved,0.0,0.0,0.0,Open,0.0,One Handed,Straight,0,Head,Other,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.025,0.0,0.457,0.449,0.225,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,9,363,0.474,1.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/c.png"" />"
helicopter,helicopter,D_02_042,D,2,42,2.907,2.481,1.553,-0.911,27,0.0,2.176,1.185,-1.112,17,0.0,3.0,2.0,10,-0.57,0.0,,,,,,4.903,1.375,0.882,31.0,,5.0,1.39,26.0,0.96,4.89,1.49,0.93,18.0,,,,,,Noun,0,0,0,1,634,1802,1168,2236,5,imrp,Fully Open,0.0,1.0,0.0,Open,0.0,Asymmetrical Different Handshape,Curved,1,Hand,Finger Tip,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.023,0.0,0.233,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,0,216,0.139,3.0,None,1771.0,Yes,Vehicles,27.0,23.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
helicopter_2,helicopter_2,K_02_004,K,2,4,2.907,3.667,2.036,-0.26,25,0.04,3.182,1.662,-0.28,11,0.0,4.077,2.29,14,-0.243,0.071,,,,,,3.208,1.865,-0.171,24.0,HELICOPTER,,,,,,,,,,,,,,Noun,0,0,0,1,667,2002,1335,2669,3,im,Fully Open,0.0,1.0,0.0,Open,0.0,Dominance Violation,None,1,Hand,Finger Tip,,1,Dominance Condition Violation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.25,0.023,0.0,0.153,0.14,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.164,0,61,-0.299,2.0,None,481.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/3.png"" />"
helicopter_3,helicopter_3,K_03_063,K,3,63,2.907,4.08,1.956,-0.02,25,0.0,3.727,2.054,-0.082,11,0.0,4.357,1.906,14,0.029,0.0,,,,,,2.962,1.843,-0.387,26.0,HELICOPTER,,,,,,,,,,,,,,Noun,0,0,0,1,567,1635,1068,2269,3,im,Fully Open,0.0,1.0,0.0,Open,0.0,Asymmetrical Different Handshape,None,1,Hand,Finger Tip,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.023,0.0,0.153,0.14,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.164,5,61,-0.208,3.0,None,1771.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/3.png"" />"
hello,hello,D_02_055,D,2,55,4.475,6.519,1.014,1.341,27,0.0,6.294,1.213,1.134,17,0.0,6.9,0.316,10,1.692,0.0,,,,,,5.167,1.744,1.028,30.0,,4.42,2.19,26.0,0.69,4.72,1.97,0.89,18.0,,,,,,Minor,0,0,0,1,634,1235,601,1768,closed_b,imrp,Fully Open,0.0,0.0,0.0,Closed,0.0,One Handed,Straight,0,Head,Forehead,Head Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.039,0.178,0.457,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.836,8,341,0.491,1.0,None,482.0,Yes,Games and Routines,27.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />"
hen,hen,G_02_041,G,2,41,2.215,1.962,1.755,-1.262,27,0.037,1.917,1.832,-1.379,12,0.0,2.0,1.754,15,-1.161,0.067,hen,0.962,1.0,0.929,,1.833,1.487,-0.8,30.0,,,,,,,,,,,,,,,Noun,1,1,0,3,334,1101,767,1668,h,im,Fully Open,,0.0,,Closed,0.0,One Handed,None,0,Neutral,Neutral,,0,,1,bent_v,im,Bent,,0.0,,Closed,0.0,,,,,,,,,,n,im,Curved,,0.0,,Closed,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.14,0.409,0.0,0.554,0.378,0.602,0.0,0.684,0.343,0.164,1,144,-0.264,2.0,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/h.png"" />"
hide,hide,G_02_025,G,2,25,3.551,4.889,1.476,0.385,27,0.0,5.083,1.165,0.503,12,0.0,4.733,1.71,15,0.29,0.0,,,,,,2.839,1.753,-0.313,31.0,,,,,,,,,,,,,,,Verb,0,0,1,2,434,1401,968,2035,a,t,,,,,Open,,One Handed,None,0,Head,Mouth,,1,,0,a,t,,,,,Open,,Asymmetrical Different Handshape,None,0.0,Hand,Palm,,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.0,0.153,0.057,0.0,0.0,0.554,0.622,0.0,0.0,0.0,0.657,0.836,11,258,-0.603,2.0,Event,147.0,Yes,Action Signs,39.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
high,high,C_02_045,C,2,45,3.998,4.4,1.632,0.096,30,0.0,4.278,1.674,-0.1,18,0.0,4.583,1.621,12,0.391,0.0,,,,,,3.731,1.845,0.435,26.0,,2.2,1.56,30.0,-0.41,2.33,1.71,-0.39,21.0,2.36,0.2,2.2,1.58,-0.84,Adjective,1,0,0,1,334,601,267,1668,h,im,Fully Open,0.0,0.0,0.0,Closed,0.0,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.233,0.14,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.343,0.836,4,271,0.429,3.0,Attribute,1767.0,Yes,Descriptive Signs,52.0,35.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/h.png"" />"
home,home,B_03_063,B,3,63,4.597,6.48,0.653,1.138,25,0.0,6.571,0.646,1.123,14,0.0,6.364,0.674,11,1.157,0.0,,,,,,1.1,0.305,-0.865,30.0,,1.58,1.09,31.0,-0.69,1.64,1.14,-0.62,22.0,2.62,0.0,3.0,1.86,-0.4,Adverb,0,0,1,2,601,1001,400,1702,o,imrp,Curved,0.0,0.0,0.0,Open,1.0,One Handed,Straight,0,Head,Chin,,1,,0,o,imrp,Curved,0.0,0.0,0.0,Open,1.0,One Handed,Straight,,Head,Cheek Nose,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.037,0.0,0.457,0.449,0.225,0.791,0.554,0.622,0.602,0.878,0.316,0.657,0.836,8,354,0.364,1.0,None,152.0,Yes,Outside Things and Places to Go,25.0,18.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/o.png"" />"
horse,horse,A_01_029,A,1,29,3.676,3.516,1.73,-0.257,31,0.0,3.389,1.754,-0.291,18,0.0,3.692,1.75,13,-0.209,0.0,,,,,,1.769,1.063,-0.644,39.0,,2.84,1.79,31.0,-0.24,2.9,2.08,-0.15,19.0,,,,,,Noun,1,0,0,1,434,1134,701,1268,open_h,im,Fully Open,1.0,0.0,0.0,Open,0.0,One Handed,None,1,Head,Forehead,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.039,0.0,0.153,0.14,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.657,0.836,2,223,0.034,2.0,Animal,391.0,Yes,Animals,25.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_h.png"" />"
hot,hot,F_02_093,F,2,93,3.986,6.296,0.869,1.105,27,0.0,6.357,1.008,1.101,14,0.0,6.231,0.725,13,1.109,0.0,,,,,,2.226,1.627,-0.552,31.0,,,,,,,,,,,,,,,Adjective,0,0,0,1,501,1168,667,1668,flatspread_5,imrp,Flat,0.0,1.0,0.0,Open,0.0,One Handed,Curved,0,Head,Head Away,Head Away,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.178,0.233,0.449,0.162,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.164,1,132,0.067,2.0,Attribute,485.0,Yes,Descriptive Signs,25.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />"
hungry,hungry,C_01_010,C,1,10,3.595,5.767,1.431,0.751,30,0.0,6.0,1.495,0.799,18,0.0,5.417,1.311,12,0.678,0.0,hungry,0.933,0.889,1.0,"hunger, wish",3.133,1.634,0.129,30.0,,2.8,1.42,30.0,-0.03,2.71,1.38,-0.12,21.0,2.41,0.0,3.53,1.31,-0.31,Adjective,0,0,0,1,501,901,400,1602,c,imrp,Curved,0.0,0.0,0.0,Open,0.0,One Handed,Straight,0,Body,Torso Top,Torso Mid,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.094,0.032,0.01,0.457,0.449,0.225,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,11,159,0.35,1.0,None,488.0,Yes,Descriptive Signs,29.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/c.png"" />"
icecream,icecream,A_02_013,A,2,13,,4.741,1.559,0.49,27,0.0,4.538,1.613,0.381,13,0.0,4.929,1.542,14,0.591,0.0,,,,,,4.552,1.594,0.727,29.0,,5.68,1.08,31.0,1.21,5.95,0.97,1.37,19.0,,,,,,Noun,0,0,0,1,334,868,534,1134,s,imrp,Fully Closed,0.0,,0.0,Closed,1.0,One Handed,Curved,1,Head,Head Away,Head Away,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.066,0.178,0.233,0.449,0.067,0.791,0.446,0.378,0.0,0.878,0.316,0.343,0.836,1,184,-0.285,2.0,Food,371.0,Yes,Food and Drink,24.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/s.png"" />"
if,if,G_03_017,G,3,17,5.257,5.926,1.357,0.892,27,0.0,5.917,1.505,0.951,12,0.0,5.933,1.28,15,0.845,0.0,,,,,,1.45,0.759,-0.899,20.0,,,,,,,,,,,,,,,Minor,1,0,0,1,634,1401,767,2002,i,p,Fully Open,0.0,,,Closed,0.0,One Handed,Straight,1,Head,Eye,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.016,0.0,0.457,0.033,0.409,0.791,0.446,0.622,0.0,0.0,0.684,0.343,0.836,3,325,-0.183,2.0,None,279.0,Yes,Connecting Signs,49.0,35.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/i.png"" />"
jacket,jacket,C_02_008,C,2,8,3.232,4.133,1.676,-0.106,30,0.0,4.111,1.844,-0.224,18,0.0,4.167,1.467,12,0.072,0.0,,,,,,5.222,1.423,1.209,27.0,,5.4,1.43,30.0,1.34,5.38,1.56,1.28,21.0,2.25,0.05,3.75,2.0,0.08,Noun,0,0,0,1,434,868,434,1935,a,t,,,,,Open,,Symmetrical Or Alternating,Curved,0,Body,Shoulder,Torso Mid,0,a,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.094,0.008,0.01,0.233,0.057,0.0,0.0,0.554,0.378,0.0,0.0,0.0,0.657,0.836,0,134,-0.878,3.0,None,2982.0,Yes,Clothing,29.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
jacket_2,jacket_2,K_01_116,K,1,116,3.232,5.333,1.617,0.679,27,0.0,4.818,1.779,0.683,11,0.0,5.688,1.448,16,0.677,0.0,,,,,,6.0,1.0,1.199,25.0,JACKET,,,,,,,,,,,,,,Noun,0,0,0,1,667,1802,1134,2436,o,imrp,Curved,0.0,0.0,0.0,Open,1.0,Symmetrical Or Alternating,Curved,0,Body,Shoulder,Torso Mid,1,o,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.094,0.008,0.01,0.233,0.449,0.225,0.791,0.554,0.622,0.602,0.878,0.316,0.657,0.836,0,107,0.103,2.0,None,2982.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/o.png"" />"
jacket_3,jacket_3,K_02_079,K,2,79,3.232,3.864,2.122,-0.182,25,0.12,2.222,1.481,-0.763,11,0.182,5.0,1.732,14,0.221,0.071,,,,,,2.458,1.587,-0.521,24.0,JACKET,,,,,,,,,,,,,,Noun,0,0,0,1,701,1635,934,2135,y,p,Fully Open,0.0,,,Open,0.0,Symmetrical Or Alternating,Curved,0,Body,Clavicle,Hips,1,y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.094,0.017,0.005,0.233,0.033,0.409,0.791,0.554,0.622,0.0,0.0,0.684,0.657,0.164,0,95,-0.338,3.0,None,95.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/y.png"" />"
jacket_4,jacket_4,K_03_053,K,3,53,3.232,4.48,1.96,0.186,25,0.0,4.273,1.794,0.281,11,0.0,4.643,2.134,14,0.111,0.0,,,,,,6.538,0.706,1.207,26.0,JACKET,,,,,,,,,,,,,,Noun,0,0,1,2,501,1869,1368,2603,baby_o,i,Bent,0.0,,,Open,1.0,Symmetrical Or Alternating,Curved,0,Body,Body Away,Torso Mid,1,baby_o,1,baby_o,i,Bent,0.0,,,Open,1.0,Asymmetrical Same Handshape,Straight,0.0,Body,Torso Mid,Torso Top,1.0,baby_o,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.094,0.016,0.01,0.233,0.261,0.099,0.791,0.554,0.622,0.0,0.0,0.316,0.657,0.164,2,106,-0.497,,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
jump,jump,C_02_089,C,2,89,3.552,3.828,1.537,-0.258,29,0.033,3.824,1.237,-0.384,17,0.056,3.833,1.946,12,-0.081,0.0,,,,,,5.407,1.647,1.269,27.0,,5.17,1.66,30.0,1.22,5.29,1.77,1.22,21.0,1.7,0.421,4.05,1.75,-0.04,Verb,0,0,0,1,400,1001,601,1902,v,im,Fully Open,1.0,1.0,0.0,Closed,0.0,Asymmetrical Different Handshape,Back And Forth,0,Hand,Palm,Hand Away,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.25,0.077,0.155,0.026,0.14,0.409,0.209,0.554,0.622,0.398,0.878,0.684,0.343,0.836,2,56,-0.144,5.0,Event,159.0,Yes,Action Signs,29.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/v.png"" />"
kiss,kiss,D_02_014,D,2,14,3.791,5.846,1.759,0.958,26,0.037,5.563,2.128,0.743,16,0.059,6.3,0.823,10,1.303,0.0,,,,,,2.935,1.652,-0.015,31.0,,1.73,0.96,26.0,-0.69,1.83,1.04,-0.6,18.0,,,,,,Noun,0,0,0,1,567,1335,767,1768,flat_o,imrp,Flat,0.0,0.0,0.0,Open,1.0,One Handed,Curved,0,Head,Chin,Cheek Nose,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.037,0.008,0.233,0.449,0.162,0.791,0.554,0.622,0.602,0.878,0.316,0.657,0.836,1,143,0.244,2.0,Event,2986.0,No,Action Signs,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />"
kiss_2,kiss_2,E_03_088,E,3,18,3.791,3.633,1.65,-0.297,30,0.0,4.214,1.528,-0.038,14,0.0,3.125,1.628,16,-0.525,0.0,,,,,,4.75,1.983,0.671,16.0,,,,,,,,,,,,,,,Noun,0,0,1,2,434,1134,701,1702,flat_o,imrp,Flat,0.0,0.0,0.0,Open,1.0,One Handed,None,0,Head,Mouth,,1,,0,flat_o,imrp,Flat,0.0,0.0,0.0,Open,1.0,Asymmetrical Same Handshape,None,,Hand,Finger Tip,,1.0,flat_o,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.046,0.0,0.153,0.449,0.162,0.791,0.554,0.622,0.602,0.878,0.316,0.657,0.836,3,232,0.211,1.0,None,2987.0,Yes,Action Signs,34.0,19.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />"
kiss_3,kiss_3,K_01_005,K,1,5,3.791,4.815,1.36,0.404,27,0.0,4.818,1.328,0.728,11,0.0,4.813,1.424,16,0.181,0.0,,,,,,4.12,1.81,0.29,25.0,KISS,,,,,,,,,,,,,,Verb,0,0,0,1,534,1001,467,1802,flat_o,imrp,Flat,0.0,0.0,0.0,Open,1.0,Symmetrical Or Alternating,Back And Forth,0,Neutral,Neutral,Neutral,1,flat_o,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.363,0.363,0.426,0.026,0.449,0.162,0.791,0.554,0.622,0.602,0.878,0.316,0.657,0.836,0,44,0.496,3.0,None,165.0,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />"
lamp,lamp,D_03_037,D,3,37,2.818,4.731,1.282,0.316,26,0.0,4.813,1.377,0.334,16,0.0,4.6,1.174,10,0.287,0.0,,,,,,3.625,1.884,0.28,24.0,,5.19,1.42,26.0,1.07,4.89,1.37,0.96,18.0,,,,,,Noun,0,0,0,1,634,1435,801,2302,o,imrp,Curved,1.0,0.0,1.0,Open,1.0,One Handed,None,0,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.0,0.153,0.449,0.225,0.209,0.554,0.378,0.602,0.122,0.316,0.657,0.836,2,161,0.057,1.0,None,2990.0,Yes,Small Household Items,25.0,14.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/o.png"" />"
lamp_2,lamp_2,K_01_004,K,1,4,2.818,3.63,2.041,-0.194,27,0.0,3.545,1.968,0.034,11,0.0,3.688,2.152,16,-0.352,0.0,,,,,,1.92,1.222,-0.737,25.0,LAMP,,,,,,,,,,,,,,Noun,0,0,1,2,667,1735,1068,2069,8,m,Curved,1.0,,,Open,1.0,One Handed,None,0,Head,Chin,,1,,0,o,imrp,Curved,1.0,0.0,1.0,Open,1.0,One Handed,Straight,0.0,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.266,0.037,0.0,0.153,0.045,0.225,0.209,0.554,0.622,0.0,0.0,0.316,0.657,0.836,2,290,-0.359,,,,No,,,,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/8.png"" />"
later,later,D_01_077,D,1,77,4.173,5.333,1.177,0.637,27,0.0,5.563,1.315,0.734,16,0.0,5.0,0.894,11,0.495,0.0,,,,,,2.75,1.857,-0.123,36.0,,1.58,0.86,26.0,-0.77,1.67,0.97,-0.69,18.0,,,,,,Adverb,1,0,0,1,534,1268,734,1768,l,i,Fully Open,0.0,,,Open,0.0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.363,0.363,0.426,0.457,0.261,0.409,0.791,0.554,0.378,0.0,0.0,0.684,0.657,0.836,11,466,0.431,1.0,None,169.0,Yes,Signs About Time,34.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/l.png"" />"
like,like,F_03_063,F,3,63,5.31,6.222,0.892,1.063,27,0.0,6.214,1.051,1.029,14,0.0,6.231,0.725,13,1.1,0.0,,,,,,3.563,2.047,-0.086,32.0,,,,,,,,,,,,,,,Verb,0,0,0,1,501,1001,501,1768,8,m,Flat,1.0,,,Open,1.0,One Handed,Straight,0,Body,Torso Top,Body Away,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392,0.094,0.032,0.045,0.457,0.045,0.162,0.209,0.554,0.622,0.0,0.0,0.316,0.657,0.836,2,124,-0.377,2.0,,,Yes,Mental State Terms,30.0,28.0,"<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/8.png"" />"
